Scenario;Year;Farm;Parcel;Crop;Yield (ton/ha);Area (ha);Revenue (€/ha);Variable cost (€/ha);Energy (MjKgDM/ha);Protein (kg N/ha);PDIN (kg N/ha);Protein (N/ton/ha);Nitrogen (kg/ha);Phosphorus (kg/ha);Potassium (kg/ha);Dose of active ingredient(L/ha)
Baseline situation;2005;LF2;4016_00;Tritic;7.5;1.06;1002.95631163392;264;135.5616;914.25;562.5;862.5;99.92500675;0;0;3.136375
Baseline situation;2005;LF2;4018_00;Hay;5;1.87;342.906311633924;44;90.4190711733334;748;395;400;14.80766;142.78815;79.32675;NA
Baseline situation;2005;LF2;4019_00;Tritic;7.5;2.2;1002.95631163392;264;135.5616;1897.5;562.5;862.5;99.92500675;0;0;3.136375
Baseline situation;2005;LF2;402_00;WheatW;7.5;2.3;863.006311633924;272.8;138.6996;2811.75;810;1222.5;153.869240230769;0;0;3.86684615384615
Baseline situation;2005;LF2;4020_00;Hay;5;0.33;342.906311633924;44;90.4190711733334;132;395;400;14.80766;142.78815;79.32675;NA
Baseline situation;2005;LF2;4021_00;Hay;5;0.84;342.906311633924;44;90.4190711733334;336;395;400;14.80766;142.78815;79.32675;NA
Baseline situation;2005;LF2;4022_00;Hay;5;0.53;342.906311633924;44;90.4190711733334;212;395;400;14.80766;142.78815;79.32675;NA
Baseline situation;2005;LF2;4025_00;Fodder;7.5;5.25;287.1;44;142.9359;4725;791.25;900;0;0;0;NA
Baseline situation;2005;LF2;4025_00;sMaize;8.16;5.25;692.853049307139;246.4;150.95999595264;3598.56;424.32;685.44;94.75350625;105.156047916667;139.77975625;2.30341666666667
Baseline situation;2005;LF2;4026_00;Fodder;7.5;1.27;287.1;44;142.9359;1143;791.25;900;0;0;0;NA
Baseline situation;2005;LF2;4026_00;sMaize;8.16;1.27;692.853049307139;246.4;150.95999595264;870.5088;424.32;685.44;94.75350625;105.156047916667;139.77975625;2.30341666666667
Baseline situation;2005;LF2;4027_00;Hay;5;0.61;342.906311633924;44;90.4190711733333;244;395;400;14.80766;142.78815;79.32675;NA
Baseline situation;2005;LF2;4028_00;Hay;5;0.85;342.906311633924;44;90.4190711733333;340;395;400;14.80766;142.78815;79.32675;NA
Baseline situation;2005;LF2;4031_00;Hay;5;1.51;342.906311633924;44;90.4190711733333;604;395;400;14.80766;142.78815;79.32675;NA
Baseline situation;2005;LF2;4032_00;WheatW;7.5;5.07;863.006311633924;272.8;138.6996;6198.075;810;1222.5;153.869240230769;0;0;3.86684615384615
Baseline situation;2005;LF2;4033_00;Hay;5;0.54;342.906311633924;44;90.4190711733334;216;395;400;14.80766;142.78815;79.32675;NA
Baseline situation;2005;LF2;4034_00;Lucern;4;2.64;531.742351079635;44;73.97312;1890.24;468;716;25.5;25;67.5;0
Baseline situation;2005;LF2;4035_00;Tritic;7.5;1.61;1002.95631163392;264;135.5616;1388.625;562.5;862.5;99.92500675;0;0;3.136375
Baseline situation;2005;LF2;4036_00;Fodder;7.5;1.32;287.1;44;142.9359;1188;791.25;900;0;0;0;NA
Baseline situation;2005;LF2;4036_00;sMaize;8.16;1.32;692.853049307139;246.4;150.95999595264;904.7808;424.32;685.44;94.75350625;105.156047916667;139.77975625;2.30341666666667
Baseline situation;2005;LF2;4037_00;Fodder;7.5;2.43;287.1;44;142.9359;2187;791.25;900;0;0;0;NA
Baseline situation;2005;LF2;4037_00;gMaize;2.74;2.43;484.593511633924;246.4;51.015512;592.5798;189.06;243.86;0;0;0;2.1
Baseline situation;2005;LF2;4038_00;Hay;5;3.1;342.906311633924;44;90.4190711733334;1240;395;400;14.80766;142.78815;79.32675;NA
Baseline situation;2005;LF2;4039_00;Hay;5;0.64;342.906311633924;44;90.4190711733333;256;395;400;14.80766;142.78815;79.32675;NA
Baseline situation;2005;LF2;404_00;WheatW;7.5;4.83;863.006311633924;272.8;138.6996;5904.675;810;1222.5;153.869240230769;0;0;3.86684615384615
Baseline situation;2005;LF2;405_00;WheatW;7.5;2.03;863.006311633924;272.8;138.6996;2481.675;810;1222.5;153.869240230769;0;0;3.86684615384615
Baseline situation;2005;LF2;4050_00;Hay;5;0.56;342.906311633924;44;90.4190711733334;224;395;400;14.80766;142.78815;79.32675;NA
Baseline situation;2005;LF2;4051_00;Hay;5;0.11;342.906311633924;44;90.4190711733333;44;395;400;14.80766;142.78815;79.32675;NA
Baseline situation;2005;LF2;406_00;Fodder;7.5;3.99;287.1;44;142.9359;3591;791.25;900;0;0;0;NA
Baseline situation;2005;LF2;406_00;sMaize;8.16;3.99;692.853049307139;246.4;150.95999595264;2734.9056;424.32;685.44;94.75350625;105.156047916667;139.77975625;2.30341666666667
Baseline situation;2005;LF2;407_00;Fodder;7.5;9.46;287.1;44;142.9359;8514;791.25;900;0;0;0;NA
Baseline situation;2005;LF2;407_00;sMaize;8.16;9.46;692.853049307139;246.4;150.95999595264;6484.2624;424.32;685.44;94.75350625;105.156047916667;139.77975625;2.30341666666667
Baseline situation;2005;LF2;408_00;Fodder;7.5;5.94;287.1;44;142.9359;5346;791.25;900;0;0;0;NA
Baseline situation;2005;LF2;408_00;sMaize;8.16;5.94;692.853049307139;246.4;150.95999595264;4071.5136;424.32;685.44;94.75350625;105.156047916667;139.77975625;2.30341666666667
Baseline situation;2005;LF2;409_00;Mix_CerG;7.49;1.37;1627.15883628749;44;135.3808512;1210.8334;561.75;883.82;31.49019;193.208975;134.143875;1.56214285714286
Baseline situation;2006;AF1;101_00;Lupin;4;2.18;1307.64174596897;202.137;84.68416;3304.88;948;1516;0;0;0;4.5
Baseline situation;2006;AF1;102_00;BarleyW;6.95;1.51;1092.29731854926;284.7;127.365144;1175.384;535.15;778.4;81.777788;0;0;2.725
Baseline situation;2006;AF1;103_00;BarleyW;6.95;5.65;1092.29731854926;284.7;127.365144;4397.96;535.15;778.4;81.777788;0;0;2.725
Baseline situation;2006;AF1;104_00;WheatW;7.37;4.36;904.366118549261;294.19;136.2954736;5237.7116;795.96;1201.31;141.405153875;7.34375;5.875;3.766125
Baseline situation;2006;AF1;104_01;WheatW;7.37;5.7;904.366118549261;294.19;136.2954736;6847.467;795.96;1201.31;141.405153875;7.34375;5.875;3.766125
Baseline situation;2006;AF1;105_00;WheatW;7.37;0.82;904.366118549261;294.19;136.2954736;985.0742;795.96;1201.31;127.619732571429;8.92857142857143;7.14285714285714;3.27585714285714
Baseline situation;2006;AF1;106_00;WheatW;7.37;1.8;904.366118549261;294.19;136.2954736;2162.358;795.96;1201.31;114.138894;0;0;3.0255
Baseline situation;2006;AF1;1060_00;Lupin;4;0.72;1307.64174596897;202.137;84.68416;1091.52;948;1516;0;0;0;4.4705
Baseline situation;2006;AF1;1061_00;WheatW;7.37;0.09;904.366118549261;294.19;136.2954736;108.1179;795.96;1201.31;141.405153875;7.34375;5.875;3.766125
Baseline situation;2006;AF1;107_00;WheatW;7.37;2.83;904.366118549261;294.19;136.2954736;3399.7073;795.96;1201.31;127.619732571429;8.92857142857143;7.14285714285714;3.27585714285714
Baseline situation;2006;AF1;108_00;WheatW;7.37;1.69;904.366118549261;294.19;136.2954736;2030.2139;795.96;1201.31;134.5357455;0;0;3.75
Baseline situation;2006;AF1;109_00;WheatW;7.37;15.51;904.366118549261;294.19;136.2954736;18632.3181;795.96;1201.31;141.405153875;7.34375;5.875;3.766125
Baseline situation;2006;AF2;201_00;Hay;5;9.75;344.429818549261;47.45;90.4190711733334;3900;395;400;0;0;0;NA
Baseline situation;2006;AF2;2010_00;Hay;5;2.53;344.429818549261;47.45;90.4190711733333;1012;395;400;0;0;0;NA
Baseline situation;2006;AF2;2011_00;OSR;5.14;2.93;1556.79705854926;284.7;149.2499744;3042.1604;652.78;1038.28;158.57836;59.034;53.946;3.9606
Baseline situation;2006;AF2;2012_00;OSR;5.14;5.59;1556.79705854926;284.7;149.2499744;5803.9852;652.78;1038.28;158.57836;59.034;53.946;3.9606
Baseline situation;2006;AF2;2013_00;OSR;5.14;6.22;1556.79705854926;284.7;149.2499744;6458.1016;652.78;1038.28;158.57836;59.034;53.946;3.9606
Baseline situation;2006;AF2;2014_00;WheatW;7.42;8.08;909.015618549261;294.19;137.2201376;9772.4368;801.36;1209.46;163.8442875;49.149375;40.213125;6.154875
Baseline situation;2006;AF2;2015_00;Hay;5;4.79;344.429818549261;47.45;90.4190711733333;1916;395;400;0;0;0;NA
Baseline situation;2006;AF2;2016_00;Hay;5;4.75;344.429818549261;47.45;90.4190711733333;1900;395;400;0;0;0;NA
Baseline situation;2006;AF2;2017_00;Hay;5;3.64;344.429818549261;47.45;90.4190711733333;1456;395;400;0;0;0;NA
Baseline situation;2006;AF2;2018_00;Hay;5;8.16;344.429818549261;47.45;90.4190711733333;3264;395;400;0;0;0;NA
Baseline situation;2006;AF2;2019_00;WheatW;6.36;5.94;810.446218549261;294.19;117.6172608;6157.8792;686.88;1036.68;181.57875;30.9375;25.3125;6.623
Baseline situation;2006;AF2;202_00;Hay;5;2.34;344.429818549261;47.45;90.4190711733334;936;395;400;0;0;0;NA
Baseline situation;2006;AF2;2020_00;Hay;5;2.28;344.429818549261;47.45;90.4190711733333;912;395;400;0;0;0;NA
Baseline situation;2006;AF2;2021_00;WheatW;6.36;10.64;810.446218549261;294.19;117.6172608;11030.2752;686.88;1036.68;190.81569592;137.408788;112.425372;4.706
Baseline situation;2006;AF2;2022_00;Hay;5;1.54;344.429818549261;47.45;90.4190711733333;616;395;400;0;0;0;NA
Baseline situation;2006;AF2;2023_00;Hay;5;3.42;344.429818549261;47.45;90.4190711733334;1368;395;400;0;0;0;NA
Baseline situation;2006;AF2;2025_00;WheatW;7.42;6.6;909.015618549261;294.19;137.2201376;7982.436;801.36;1209.46;181.57875;30.9375;25.3125;6.623
Baseline situation;2006;AF2;2026_00;Hay;5;2.21;344.429818549261;47.45;90.4190711733334;884;395;400;0;0;0;NA
Baseline situation;2006;AF2;203_00;Hay;5;1.51;344.429818549261;47.45;90.4190711733333;604;395;400;0;0;0;NA
Baseline situation;2006;AF2;2030_00;Hay;5;5.41;344.429818549261;47.45;90.4190711733333;2164;395;400;0;0;0;NA
Baseline situation;2006;AF2;206_00;OSR;5.16;6.14;1562.00237854926;284.7;149.8307136;6399.8448;655.32;1042.32;158.57836;59.034;53.946;3.9606
Baseline situation;2006;AF2;207_00;Hay;5;1.27;344.429818549261;47.45;90.4190711733333;508;395;400;0;0;0;NA
Baseline situation;2006;AF2;208_00;Hay;5;2.67;344.429818549261;47.45;90.4190711733334;1068;395;400;0;0;0;NA
Baseline situation;2006;AF2;209_00;Hay;5;0.5;344.429818549261;47.45;90.4190711733334;200;395;400;0;0;0;NA
Baseline situation;2006;AF3;501_00;WheatW;7.36;1.93;903.436218549261;294.19;136.1105408;2315.3824;794.88;1199.68;140.549024703704;5;2.77777777777778;4.68440740740741
Baseline situation;2006;AF3;5010_00;WheatW;7.36;0.45;903.436218549261;294.19;136.1105408;539.856;794.88;1199.68;140.549024703704;5;2.77777777777778;4.68440740740741
Baseline situation;2006;AF3;5011_00;WheatW;7.36;5.88;903.436218549261;294.19;136.1105408;7054.1184;794.88;1199.68;140.549024703704;5;2.77777777777778;4.68440740740741
Baseline situation;2006;AF3;5011_01;WheatW;7.36;0.83;903.436218549261;294.19;136.1105408;995.7344;794.88;1199.68;140.549024703704;5;2.77777777777778;4.68440740740741
Baseline situation;2006;AF3;5012_00;BarleyW;6.95;15.45;1092.29731854926;284.7;127.365144;12026.28;535.15;778.4;120.6;0;0;3.918
Baseline situation;2006;AF3;5013_00;WheatW;7.36;3.33;903.436218549261;294.19;136.1105408;3994.9344;794.88;1199.68;140.549024703704;5;2.77777777777778;4.68440740740741
Baseline situation;2006;AF3;5014_00;WheatW;7.36;0.48;903.436218549261;294.19;136.1105408;575.8464;794.88;1199.68;140.549024703704;5;2.77777777777778;4.68440740740741
Baseline situation;2006;AF3;502_00;WheatW;7.36;8.49;903.436218549261;294.19;136.1105408;10185.2832;794.88;1199.68;140.549024703704;5;2.77777777777778;4.68440740740741
Baseline situation;2006;AF3;503_00;WheatW;7.36;4.68;903.436218549261;294.19;136.1105408;5614.5024;794.88;1199.68;140.549024703704;5;2.77777777777778;4.68440740740741
Baseline situation;2006;AF3;504_00;WheatW;7.36;1.09;903.436218549261;294.19;136.1105408;1307.6512;794.88;1199.68;140.549024703704;5;2.77777777777778;4.68440740740741
Baseline situation;2006;AF3;505_00;Fodder;7;10.47;263.34;47.45;133.40684;8794.8;738.5;840;0;0;0;NA
Baseline situation;2006;AF3;505_00;Gpea;4.71;10.47;1137.95674596897;94.9;86.1180168;11490.0921;692.37;1097.43;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Baseline situation;2006;AF3;506_00;WheatW;7.36;1.95;903.436218549261;294.19;136.1105408;2339.376;794.88;1199.68;140.549024703704;5;2.77777777777778;4.68440740740741
Baseline situation;2006;AF3;507_00;WheatW;7.36;4.14;903.436218549261;294.19;136.1105408;4966.6752;794.88;1199.68;140.549024703704;5;2.77777777777778;4.68440740740741
Baseline situation;2006;AF3;507_01;WheatW;7.36;7.11;903.436218549261;294.19;136.1105408;8529.7248;794.88;1199.68;140.549024703704;5;2.77777777777778;4.68440740740741
Baseline situation;2006;AF3;508_00;Fodder;7;8.03;263.34;47.45;133.40684;6745.2;738.5;840;0;0;0;NA
Baseline situation;2006;AF3;508_00;Gpea;4.71;8.03;1137.95674596897;94.9;86.1180168;8812.3629;692.37;1097.43;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Baseline situation;2006;AF3;509_00;BarleyS;6.58;2.21;1045.80681854926;284.7;120.5845536;1628.6816;506.66;736.96;102.811264;0;0;3.614
Baseline situation;2006;AF3;509_00;Fodder;7;2.21;263.34;47.45;133.40684;1856.4;738.5;840;0;0;0;NA
Baseline situation;2006;AF4;601_00;WheatW;7.49;4.03;915.524918549261;294.19;138.5146672;4920.1061;808.92;1220.87;142.595649473684;0;0;3.15526315789474
Baseline situation;2006;AF4;6010_00;Hay;5;1.43;344.429818549261;47.45;90.4190711733333;572;395;400;0;0;0;NA
Baseline situation;2006;AF4;6011_00;Hay;5;2.05;344.429818549261;47.45;90.4190711733334;820;395;400;0;0;0;NA
Baseline situation;2006;AF4;6012_00;Hay;5;1.42;344.429818549261;47.45;90.4190711733334;568;395;400;0;0;0;NA
Baseline situation;2006;AF4;6013_00;Hay;5;1.67;344.429818549261;47.45;90.4190711733334;668;395;400;0;0;0;NA
Baseline situation;2006;AF4;6014_00;Hay;5;2.49;344.429818549261;47.45;90.4190711733334;996;395;400;0;0;0;NA
Baseline situation;2006;AF4;6015_00;WheatW;7.48;2.21;914.595018549261;294.19;138.3297344;2694.5204;807.84;1219.24;135.922068857143;0;0;4.03028571428571
Baseline situation;2006;AF4;6016_00;Hay;5;1.47;344.429818549261;47.45;90.4190711733333;588;395;400;0;0;0;NA
Baseline situation;2006;AF4;6017_00;Fodder;7.5;5.44;282.15;47.45;142.9359;4896;791.25;900;44.408676;0;0;NA
Baseline situation;2006;AF4;6017_00;sMaize;6.8;5.44;601.583854839409;265.72;125.7999966272;3107.328;353.6;571.2;213.3;247.5;202.5;1.8145
Baseline situation;2006;AF4;6018_00;WheatW;7.48;3;914.595018549261;294.19;138.3297344;3657.72;807.84;1219.24;142.595649473684;0;0;3.15526315789474
Baseline situation;2006;AF4;6019_00;Hay;5;5.39;344.429818549261;47.45;90.4190711733334;2156;395;400;0;0;0;NA
Baseline situation;2006;AF4;602_00;Hay;5;1.34;344.429818549261;47.45;90.4190711733333;536;395;400;0;0;0;NA
Baseline situation;2006;AF4;6020_00;Hay;5;2.55;344.429818549261;47.45;90.4190711733334;1020;395;400;0;0;0;NA
Baseline situation;2006;AF4;6021_00;WheatW;7.48;8.06;914.595018549261;294.19;138.3297344;9827.0744;807.84;1219.24;142.595649473684;0;0;3.15526315789474
Baseline situation;2006;AF4;60221_00;Fodder;7.5;1.34;282.15;47.45;142.9359;1206;791.25;900;44.408676;0;0;NA
Baseline situation;2006;AF4;60221_00;sMaize;6.8;1.34;601.583854839409;265.72;125.7999966272;765.408;353.6;571.2;213.3;247.5;202.5;1.8145
Baseline situation;2006;AF4;60222_00;Fodder;7.5;1.34;282.15;47.45;142.9359;1206;791.25;900;44.408676;0;0;NA
Baseline situation;2006;AF4;60222_00;sMaize;6.8;1.34;601.583854839409;265.72;125.7999966272;765.408;353.6;571.2;213.3;247.5;202.5;1.8145
Baseline situation;2006;AF4;6023_00;WheatW;7.48;5.68;914.595018549261;294.19;138.3297344;6925.2832;807.84;1219.24;142.595649473684;0;0;3.15526315789474
Baseline situation;2006;AF4;6024_00;Hay;5;2.78;344.429818549261;47.45;90.4190711733333;1112;395;400;0;0;0;NA
Baseline situation;2006;AF4;6025_00;WheatW;7.48;9.15;914.595018549261;294.19;138.3297344;11156.046;807.84;1219.24;142.595649473684;0;0;3.15526315789474
Baseline situation;2006;AF4;6026_00;WheatW;7.48;5.57;914.595018549261;294.19;138.3297344;6791.1668;807.84;1219.24;142.595649473684;0;0;3.15526315789474
Baseline situation;2006;AF4;6027_00;WheatW;7.48;1.93;914.595018549261;294.19;138.3297344;2353.1332;807.84;1219.24;142.595649473684;0;0;3.15526315789474
Baseline situation;2006;AF4;603_00;WheatW;7.49;3.44;915.524918549261;294.19;138.5146672;4199.7928;808.92;1220.87;142.595649473684;0;0;3.15526315789474
Baseline situation;2006;AF4;604_00;Mix_CerG;7.49;6.16;1859.31874596897;47.45;135.3808512;5444.3312;561.75;883.82;21.631344;21.2072;57.25944;4.079
Baseline situation;2006;AF4;605_00;WheatW;7.49;2.47;915.524918549261;294.19;138.5146672;3015.5489;808.92;1220.87;142.595649473684;0;0;3.15526315789474
Baseline situation;2006;AF4;606_00;Hay;5;5.21;344.429818549261;47.45;90.4190711733334;2084;395;400;0;0;0;NA
Baseline situation;2006;AF4;607_00;Hay;5;1.13;344.429818549261;47.45;90.4190711733333;452;395;400;0;0;0;NA
Baseline situation;2006;AF4;608_00;WheatW;6.81;1.99;852.291718549261;294.19;125.9392368;2208.9597;735.48;1110.03;142.595649473684;0;0;3.15526315789474
Baseline situation;2006;AF4;609_00;WheatW;6.81;3.3;852.291718549261;294.19;125.9392368;3663.099;735.48;1110.03;142.595649473684;0;0;3.15526315789474
Baseline situation;2006;AF4;6098_00;Hay;5;1.01;344.429818549261;47.45;90.4190711733333;404;395;400;0;0;0;NA
Baseline situation;2006;AF4;6099_00;Hay;5;1.65;344.429818549261;47.45;90.4190711733334;660;395;400;0;0;0;NA
Baseline situation;2006;AF5;801_00;Hay;5;2.25;344.429818549261;47.45;90.4190711733333;900;395;400;0;0;0;NA
Baseline situation;2006;AF5;8011_00;Tritic;7.43;1.44;1132.90495854926;284.7;134.2963584;1230.408;557.25;854.45;145.811;25.41;12.705;7.37
Baseline situation;2006;AF5;8012_00;Flax;3.14;5.97;1034.33081854926;208.78;84.738552;4236.5508;455.3;709.64;46.396026;24.528;12.264;3.53938
Baseline situation;2006;AF5;8014_00;Hay;5;1.86;344.429818549261;47.45;90.4190711733334;744;395;400;0;0;0;NA
Baseline situation;2006;AF5;8016_00;Tritic;7.43;1.46;1132.90495854926;284.7;134.2963584;1247.497;557.25;854.45;164.872096;49.00896;24.50448;16.2662666666667
Baseline situation;2006;AF5;8017_00;WheatW;7.43;8.92;909.945518549261;294.19;137.4050704;10802.9228;802.44;1211.09;190.8355376;28.917;14.4585;12.27482
Baseline situation;2006;AF5;8019_00;Tritic;7.44;4.4;1134.13493854926;284.7;134.4771072;3764.64;558;855.6;164.872096;49.00896;24.50448;16.2662666666667
Baseline situation;2006;AF5;802_00;Hay;5;1.69;344.429818549261;47.45;90.4190711733333;676;395;400;0;0;0;NA
Baseline situation;2006;AF5;8020_00;Tritic;7.44;8.72;1134.13493854926;284.7;134.4771072;7460.832;558;855.6;164.872096;49.00896;24.50448;16.2662666666667
Baseline situation;2006;AF5;8021_00;Fodder;6.66;8.45;250.5492;47.45;126.9270792;6753.24;702.63;799.2;0;0;0;NA
Baseline situation;2006;AF5;8022_00;Hay;5;6.2;344.429818549261;47.45;90.4190711733334;2480;395;400;0;0;0;NA
Baseline situation;2006;AF5;8023_00;Hay;5;3.81;344.429818549261;47.45;90.4190711733334;1524;395;400;0;0;0;NA
Baseline situation;2006;AF5;8024_00;Tritic;7.44;4.38;1134.13493854926;284.7;134.4771072;3747.528;558;855.6;164.872096;49.00896;24.50448;16.2662666666667
Baseline situation;2006;AF5;8025_00;Hay;5;1.04;344.429818549261;47.45;90.4190711733333;416;395;400;0;0;0;NA
Baseline situation;2006;AF5;8026_00;WheatW;7.44;5.29;910.875418549261;294.19;137.5900032;6415.2888;803.52;1212.72;190.8355376;28.917;14.4585;12.27482
Baseline situation;2006;AF5;8027_00;Flax;3.97;4.71;1249.84031854926;208.78;107.137596;4225.9062;575.65;897.22;46.396026;24.528;12.264;3.53938
Baseline situation;2006;AF5;8028_00;Tritic;7.5;3.26;1141.51481854926;284.7;135.5616;2811.75;562.5;862.5;145.811;25.41;12.705;7.37
Baseline situation;2006;AF5;8029_00;Flax;3.97;7.22;1249.84031854926;208.78;107.137596;6477.9284;575.65;897.22;46.396026;24.528;12.264;3.53938
Baseline situation;2006;AF5;803_00;Hemp;2.12;5.96;2075.18196774305;123.37;42.3989824;2842.92;NA;477;86.7202688;49.14;24.57;2.6564
Baseline situation;2006;AF5;8030_00;Fodder;6.93;3.96;260.7066;47.45;132.0727716;3293.136;731.115;831.6;0;0;0;NA
Baseline situation;2006;AF5;8030_00;Hemp;4.8;3.96;4344.11016774305;123.37;95.997696;4276.8;NA;1080;86.7202688;49.14;24.57;2.6564
Baseline situation;2006;AF5;8032_00;WheatW;7.5;7.12;916.454818549261;294.19;138.6996;8704.2;810;1222.5;190.8355376;28.917;14.4585;12.27482
Baseline situation;2006;AF5;8033_00;Hay;5;1.37;344.429818549261;47.45;90.4190711733334;548;395;400;0;0;0;NA
Baseline situation;2006;AF5;8034_00;Hay;5;2.53;344.429818549261;47.45;90.4190711733333;1012;395;400;0;0;0;NA
Baseline situation;2006;AF5;804_00;Hay;5;0.31;344.429818549261;47.45;90.4190711733334;124;395;400;0;0;0;NA
Baseline situation;2006;AF5;804_01;Hay;5;2.07;344.429818549261;47.45;90.4190711733333;828;395;400;0;0;0;NA
Baseline situation;2006;AF5;805_00;Hemp;2.12;7.58;2075.18196774305;123.37;42.3989824;3615.66;NA;477;86.7202688;49.14;24.57;2.6564
Baseline situation;2006;AF5;806_00;Hay;5;6.17;344.429818549261;47.45;90.4190711733333;2468;395;400;0;0;0;NA
Baseline situation;2006;AF5;807_00;Flax;3.14;3.02;1034.33081854926;208.78;84.738552;2143.1128;455.3;709.64;46.396026;24.528;12.264;3.53938
Baseline situation;2006;AF5;808_00;Hay;5;2.21;344.429818549261;47.45;90.4190711733334;884;395;400;0;0;0;NA
Baseline situation;2006;AF5;808_01;Hay;5;1.2;344.429818549261;47.45;90.4190711733334;480;395;400;0;0;0;NA
Baseline situation;2006;AF5;809_00;Hay;5;0.05;344.429818549261;47.45;90.4190711733333;20;395;400;0;0;0;NA
Baseline situation;2006;AF5;809_01;Hay;5;0.41;344.429818549261;47.45;90.4190711733333;164;395;400;0;0;0;NA
Baseline situation;2006;AF5;809_02;Hay;5;0.76;344.429818549261;47.45;90.4190711733333;304;395;400;0;0;0;NA
Baseline situation;2006;AF5;8094_00;Hay;5;0.05;344.429818549261;47.45;90.4190711733333;20;395;400;0;0;0;NA
Baseline situation;2006;AF5;8095_00;Hay;5;0.21;344.429818549261;47.45;90.4190711733334;84;395;400;0;0;0;NA
